coffee_type,size,sugar,sugar_type,milk,extra,cost
filter,single,medium,saccharin,,chocolate syrup,2.3
filter,single,medium,saccharin,,strawberry syrup,2.3
filter,single,medium,saccharin,,caramel syrup,2.3
filter,single,medium,saccharin,,hazelnut syrup,2.3
filter,single,medium,saccharin,,vanilla syrup,2.3
filter,single,medium,saccharin,,cinnamon powder,2.0
filter,single,medium,saccharin,,chocolate powder,2.0
filter,single,medium,saccharin,fresh,,2.0
filter,single,medium,saccharin,fresh,chocolate syrup,2.3
filter,single,medium,saccharin,fresh,strawberry syrup,2.3
filter,single,medium,saccharin,fresh,caramel syrup,2.3
filter,single,medium,saccharin,fresh,hazelnut syrup,2.3
filter,single,medium,saccharin,fresh,vanilla syrup,2.3
filter,single,medium,saccharin,fresh,cinnamon powder,2.0
filter,single,medium,saccharin,fresh,chocolate powder,2.0
filter,single,medium,saccharin,evapore,,2.0
filter,single,medium,saccharin,evapore,chocolate syrup,2.3
filter,single,medium,saccharin,evapore,strawberry syrup,2.3
filter,single,medium,saccharin,evapore,caramel syrup,2.3
filter,single,medium,saccharin,evapore,hazelnut syrup,2.3
filter,single,medium,saccharin,evapore,vanilla syrup,2.3
filter,single,medium,saccharin,evapore,cinnamon powder,2.0
filter,single,medium,saccharin,evapore,chocolate powder,2.0
filter,single,medium,saccharin,almond,,2.4
filter,single,medium,saccharin,almond,chocolate syrup,2.7
filter,single,medium,saccharin,almond,strawberry syrup,2.7
filter,single,medium,saccharin,almond,caramel syrup,2.7
filter,single,medium,saccharin,almond,hazelnut syrup,2.7
filter,single,medium,saccharin,almond,vanilla syrup,2.7
filter,single,medium,saccharin,almond,cinnamon powder,2.4
filter,single,medium,saccharin,almond,chocolate powder,2.4
filter,single,medium,saccharin,coconut,,2.4
filter,single,medium,saccharin,coconut,chocolate syrup,2.7
filter,single,medium,saccharin,coconut,strawberry syrup,2.7
filter,single,medium,saccharin,coconut,caramel syrup,2.7
filter,single,medium,saccharin,coconut,hazelnut syrup,2.7
filter,single,medium,saccharin,coconut,vanilla syrup,2.7
filter,single,medium,saccharin,coconut,cinnamon powder,2.4
filter,single,medium,saccharin,coconut,chocolate powder,2.4
filter,single,medium,saccharin,oat,,2.4
filter,single,medium,saccharin,oat,chocolate syrup,2.7
filter,single,medium,saccharin,oat,strawberry syrup,2.7
filter,single,medium,saccharin,oat,caramel syrup,2.7
filter,single,medium,saccharin,oat,hazelnut syrup,2.7
filter,single,medium,saccharin,oat,vanilla syrup,2.7
filter,single,medium,saccharin,oat,cinnamon powder,2.4
filter,single,medium,saccharin,oat,chocolate powder,2.4
filter,single,medium,stevia,,,2.0
filter,single,medium,stevia,,chocolate syrup,2.3
filter,single,medium,stevia,,strawberry syrup,2.3
filter,single,medium,stevia,,caramel syrup,2.3
filter,single,medium,stevia,,hazelnut syrup,2.3
filter,single,medium,stevia,,vanilla syrup,2.3
filter,single,medium,stevia,,cinnamon powder,2.0
filter,single,medium,stevia,,chocolate powder,2.0
filter,single,medium,stevia,fresh,,2.0
filter,single,medium,stevia,fresh,chocolate syrup,2.3
filter,single,medium,stevia,fresh,strawberry syrup,2.3
filter,single,medium,stevia,fresh,caramel syrup,2.3
filter,single,medium,stevia,fresh,hazelnut syrup,2.3
filter,single,medium,stevia,fresh,vanilla syrup,2.3
filter,single,medium,stevia,fresh,cinnamon powder,2.0
filter,single,medium,stevia,fresh,chocolate powder,2.0
filter,single,medium,stevia,evapore,,2.0
filter,single,medium,stevia,evapore,chocolate syrup,2.3
filter,single,medium,stevia,evapore,strawberry syrup,2.3
filter,single,medium,stevia,evapore,caramel syrup,2.3
filter,single,medium,stevia,evapore,hazelnut syrup,2.3
filter,single,medium,stevia,evapore,vanilla syrup,2.3
filter,single,medium,stevia,evapore,cinnamon powder,2.0
filter,single,medium,stevia,evapore,chocolate powder,2.0
filter,single,medium,stevia,almond,,2.4
filter,single,medium,stevia,almond,chocolate syrup,2.7
filter,single,medium,stevia,almond,strawberry syrup,2.7
filter,single,medium,stevia,almond,caramel syrup,2.7
filter,single,medium,stevia,almond,hazelnut syrup,2.7
filter,single,medium,stevia,almond,vanilla syrup,2.7
filter,single,medium,stevia,almond,cinnamon powder,2.4
filter,single,medium,stevia,almond,chocolate powder,2.4
filter,single,medium,stevia,coconut,,2.4
filter,single,medium,stevia,coconut,chocolate syrup,2.7
filter,single,medium,stevia,coconut,strawberry syrup,2.7
filter,single,medium,stevia,coconut,caramel syrup,2.7
filter,single,medium,stevia,coconut,hazelnut syrup,2.7
filter,single,medium,stevia,coconut,vanilla syrup,2.7
filter,single,medium,stevia,coconut,cinnamon powder,2.4
filter,single,medium,stevia,coconut,chocolate powder,2.4
filter,single,medium,stevia,oat,,2.4
filter,single,medium,stevia,oat,chocolate syrup,2.7
filter,single,medium,stevia,oat,strawberry syrup,2.7
filter,single,medium,stevia,oat,caramel syrup,2.7
filter,single,medium,stevia,oat,hazelnut syrup,2.7
filter,single,medium,stevia,oat,vanilla syrup,2.7
filter,single,medium,stevia,oat,cinnamon powder,2.4
filter,single,medium,stevia,oat,chocolate powder,2.4
filter,single,medium,honey,,,2.3
filter,single,medium,honey,,chocolate syrup,2.6
filter,single,medium,honey,,strawberry syrup,2.6
filter,single,medium,honey,,caramel syrup,2.6
filter,single,medium,honey,,hazelnut syrup,2.6
filter,single,medium,honey,,vanilla syrup,2.6
filter,single,medium,honey,,cinnamon powder,2.3
filter,single,medium,honey,,chocolate powder,2.3
filter,single,medium,honey,fresh,,2.3
filter,single,medium,honey,fresh,chocolate syrup,2.6
filter,single,medium,honey,fresh,strawberry syrup,2.6
filter,single,medium,honey,fresh,caramel syrup,2.6
filter,single,medium,honey,fresh,hazelnut syrup,2.6
filter,single,medium,honey,fresh,vanilla syrup,2.6
filter,single,medium,honey,fresh,cinnamon powder,2.3
filter,single,medium,honey,fresh,chocolate powder,2.3
filter,single,medium,honey,evapore,,2.3
filter,single,medium,honey,evapore,chocolate syrup,2.6
filter,single,medium,honey,evapore,strawberry syrup,2.6
filter,single,medium,honey,evapore,caramel syrup,2.6
filter,single,medium,honey,evapore,hazelnut syrup,2.6
filter,single,medium,honey,evapore,vanilla syrup,2.6
filter,single,medium,honey,evapore,cinnamon powder,2.3
filter,single,medium,honey,evapore,chocolate powder,2.3
filter,single,medium,honey,almond,,2.7
filter,single,medium,honey,almond,chocolate syrup,3.0
filter,single,medium,honey,almond,strawberry syrup,3.0
filter,single,medium,honey,almond,caramel syrup,3.0
filter,single,medium,honey,almond,hazelnut syrup,3.0
filter,single,medium,honey,almond,vanilla syrup,3.0
filter,single,medium,honey,almond,cinnamon powder,2.7
filter,single,medium,honey,almond,chocolate powder,2.7
filter,single,medium,honey,coconut,,2.7
filter,single,medium,honey,coconut,chocolate syrup,3.0
filter,single,medium,honey,coconut,strawberry syrup,3.0
filter,single,medium,honey,coconut,caramel syrup,3.0
filter,single,medium,honey,coconut,hazelnut syrup,3.0
filter,single,medium,honey,coconut,vanilla syrup,3.0
filter,single,medium,honey,coconut,cinnamon powder,2.7
filter,single,medium,honey,coconut,chocolate powder,2.7
filter,single,medium,honey,oat,,2.7
filter,single,medium,honey,oat,chocolate syrup,3.0
filter,single,medium,honey,oat,strawberry syrup,3.0
filter,single,medium,honey,oat,caramel syrup,3.0
filter,single,medium,honey,oat,hazelnut syrup,3.0
filter,single,medium,honey,oat,vanilla syrup,3.0
filter,single,medium,honey,oat,cinnamon powder,2.7
filter,single,medium,honey,oat,chocolate powder,2.7
filter,single,medium-to-sweet,white,,,2.0
filter,single,medium-to-sweet,white,,chocolate syrup,2.3
filter,single,medium-to-sweet,white,,strawberry syrup,2.3
filter,single,medium-to-sweet,white,,caramel syrup,2.3
filter,single,medium-to-sweet,white,,hazelnut syrup,2.3
filter,single,medium-to-sweet,white,,vanilla syrup,2.3
filter,single,medium-to-sweet,white,,cinnamon powder,2.0
filter,single,medium-to-sweet,white,,chocolate powder,2.0
filter,single,medium-to-sweet,white,fresh,,2.0
filter,single,medium-to-sweet,white,fresh,chocolate syrup,2.3
filter,single,medium-to-sweet,white,fresh,strawberry syrup,2.3
filter,single,medium-to-sweet,white,fresh,caramel syrup,2.3
filter,single,medium-to-sweet,white,fresh,hazelnut syrup,2.3
filter,single,medium-to-sweet,white,fresh,vanilla syrup,2.3
filter,single,medium-to-sweet,white,fresh,cinnamon powder,2.0
filter,single,medium-to-sweet,white,fresh,chocolate powder,2.0
filter,single,medium-to-sweet,white,evapore,,2.0
filter,single,medium-to-sweet,white,evapore,chocolate syrup,2.3
filter,single,medium-to-sweet,white,evapore,strawberry syrup,2.3
filter,single,medium-to-sweet,white,evapore,caramel syrup,2.3
filter,single,medium-to-sweet,white,evapore,hazelnut syrup,2.3
filter,single,medium-to-sweet,white,evapore,vanilla syrup,2.3
filter,single,medium-to-sweet,white,evapore,cinnamon powder,2.0
filter,single,medium-to-sweet,white,evapore,chocolate powder,2.0
filter,single,medium-to-sweet,white,almond,,2.4
filter,single,medium-to-sweet,white,almond,chocolate syrup,2.7
filter,single,medium-to-sweet,white,almond,strawberry syrup,2.7
filter,single,medium-to-sweet,white,almond,caramel syrup,2.7
filter,single,medium-to-sweet,white,almond,hazelnut syrup,2.7
filter,single,medium-to-sweet,white,almond,vanilla syrup,2.7
filter,single,medium-to-sweet,white,almond,cinnamon powder,2.4
filter,single,medium-to-sweet,white,almond,chocolate powder,2.4
filter,single,medium-to-sweet,white,coconut,,2.4
filter,single,medium-to-sweet,white,coconut,chocolate syrup,2.7
filter,single,medium-to-sweet,white,coconut,strawberry syrup,2.7
filter,single,medium-to-sweet,white,coconut,caramel syrup,2.7
filter,single,medium-to-sweet,white,coconut,hazelnut syrup,2.7
filter,single,medium-to-sweet,white,coconut,vanilla syrup,2.7
filter,single,medium-to-sweet,white,coconut,cinnamon powder,2.4
filter,single,medium-to-sweet,white,coconut,chocolate powder,2.4
filter,single,medium-to-sweet,white,oat,,2.4
filter,single,medium-to-sweet,white,oat,chocolate syrup,2.7
filter,single,medium-to-sweet,white,oat,strawberry syrup,2.7
filter,single,medium-to-sweet,white,oat,caramel syrup,2.7
filter,single,medium-to-sweet,white,oat,hazelnut syrup,2.7
filter,single,medium-to-sweet,white,oat,vanilla syrup,2.7
filter,single,medium-to-sweet,white,oat,cinnamon powder,2.4
filter,single,medium-to-sweet,white,oat,chocolate powder,2.4
filter,single,medium-to-sweet,brown,,,2.0
filter,single,medium-to-sweet,brown,,chocolate syrup,2.3
filter,single,medium-to-sweet,brown,,strawberry syrup,2.3
filter,single,medium-to-sweet,brown,,caramel syrup,2.3
filter,single,medium-to-sweet,brown,,hazelnut syrup,2.3
filter,single,medium-to-sweet,brown,,vanilla syrup,2.3
filter,single,medium-to-sweet,brown,,cinnamon powder,2.0
filter,single,medium-to-sweet,brown,,chocolate powder,2.0
filter,single,medium-to-sweet,brown,fresh,,2.0
filter,single,medium-to-sweet,brown,fresh,chocolate syrup,2.3
filter,single,medium-to-sweet,brown,fresh,strawberry syrup,2.3
filter,single,medium-to-sweet,brown,fresh,caramel syrup,2.3
filter,single,medium-to-sweet,brown,fresh,hazelnut syrup,2.3
filter,single,medium-to-sweet,brown,fresh,vanilla syrup,2.3
filter,single,medium-to-sweet,brown,fresh,cinnamon powder,2.0
filter,single,medium-to-sweet,brown,fresh,chocolate powder,2.0
filter,single,medium-to-sweet,brown,evapore,,2.0
filter,single,medium-to-sweet,brown,evapore,chocolate syrup,2.3
filter,single,medium-to-sweet,brown,evapore,strawberry syrup,2.3
filter,single,medium-to-sweet,brown,evapore,caramel syrup,2.3
filter,single,medium-to-sweet,brown,evapore,hazelnut syrup,2.3
filter,single,medium-to-sweet,brown,evapore,vanilla syrup,2.3
filter,single,medium-to-sweet,brown,evapore,cinnamon powder,2.0
filter,single,medium-to-sweet,brown,evapore,chocolate powder,2.0
filter,single,medium-to-sweet,brown,almond,,2.4
filter,single,medium-to-sweet,brown,almond,chocolate syrup,2.7
filter,single,medium-to-sweet,brown,almond,strawberry syrup,2.7
filter,single,medium-to-sweet,brown,almond,caramel syrup,2.7
filter,single,medium-to-sweet,brown,almond,hazelnut syrup,2.7
filter,single,medium-to-sweet,brown,almond,vanilla syrup,2.7
filter,single,medium-to-sweet,brown,almond,cinnamon powder,2.4
filter,single,medium-to-sweet,brown,almond,chocolate powder,2.4
filter,single,medium-to-sweet,brown,coconut,,2.4
filter,single,medium-to-sweet,brown,coconut,chocolate syrup,2.7
filter,single,medium-to-sweet,brown,coconut,strawberry syrup,2.7
filter,single,medium-to-sweet,brown,coconut,caramel syrup,2.7
filter,single,medium-to-sweet,brown,coconut,hazelnut syrup,2.7
filter,single,medium-to-sweet,brown,coconut,vanilla syrup,2.7
filter,single,medium-to-sweet,brown,coconut,cinnamon powder,2.4
filter,single,medium-to-sweet,brown,coconut,chocolate powder,2.4
filter,single,medium-to-sweet,brown,oat,,2.4
filter,single,medium-to-sweet,brown,oat,chocolate syrup,2.7
filter,single,medium-to-sweet,brown,oat,strawberry syrup,2.7
filter,single,medium-to-sweet,brown,oat,caramel syrup,2.7
filter,single,medium-to-sweet,brown,oat,hazelnut syrup,2.7
filter,single,medium-to-sweet,brown,oat,vanilla syrup,2.7
filter,single,medium-to-sweet,brown,oat,cinnamon powder,2.4
filter,single,medium-to-sweet,brown,oat,chocolate powder,2.4
filter,single,medium-to-sweet,saccharin,,,2.0
filter,single,medium-to-sweet,saccharin,,chocolate syrup,2.3
filter,single,medium-to-sweet,saccharin,,strawberry syrup,2.3
filter,single,medium-to-sweet,saccharin,,caramel syrup,2.3
filter,single,medium-to-sweet,saccharin,,hazelnut syrup,2.3
filter,single,medium-to-sweet,saccharin,,vanilla syrup,2.3
filter,single,medium-to-sweet,saccharin,,cinnamon powder,2.0
filter,single,medium-to-sweet,saccharin,,chocolate powder,2.0
filter,single,medium-to-sweet,saccharin,fresh,,2.0
filter,single,medium-to-sweet,saccharin,fresh,chocolate syrup,2.3
filter,single,medium-to-sweet,saccharin,fresh,strawberry syrup,2.3
filter,single,medium-to-sweet,saccharin,fresh,caramel syrup,2.3
filter,single,medium-to-sweet,saccharin,fresh,hazelnut syrup,2.3
filter,single,medium-to-sweet,saccharin,fresh,vanilla syrup,2.3
filter,single,medium-to-sweet,saccharin,fresh,cinnamon powder,2.0
filter,single,medium-to-sweet,saccharin,fresh,chocolate powder,2.0
filter,single,medium-to-sweet,saccharin,evapore,,2.0
filter,single,medium-to-sweet,saccharin,evapore,chocolate syrup,2.3
filter,single,medium-to-sweet,saccharin,evapore,strawberry syrup,2.3
filter,single,medium-to-sweet,saccharin,evapore,caramel syrup,2.3
filter,single,medium-to-sweet,saccharin,evapore,hazelnut syrup,2.3
filter,single,medium-to-sweet,saccharin,evapore,vanilla syrup,2.3
filter,single,medium-to-sweet,saccharin,evapore,cinnamon powder,2.0
filter,single,medium-to-sweet,saccharin,evapore,chocolate powder,2.0
filter,single,medium-to-sweet,saccharin,almond,,2.4
filter,single,medium-to-sweet,saccharin,almond,chocolate syrup,2.7
filter,single,medium-to-sweet,saccharin,almond,strawberry syrup,2.7
filter,single,medium-to-sweet,saccharin,almond,caramel syrup,2.7
filter,single,medium-to-sweet,saccharin,almond,hazelnut syrup,2.7
filter,single,medium-to-sweet,saccharin,almond,vanilla syrup,2.7
filter,single,medium-to-sweet,saccharin,almond,cinnamon powder,2.4
filter,single,medium-to-sweet,saccharin,almond,chocolate powder,2.4
filter,single,medium-to-sweet,saccharin,coconut,,2.4
filter,single,medium-to-sweet,saccharin,coconut,chocolate syrup,2.7
filter,single,medium-to-sweet,saccharin,coconut,strawberry syrup,2.7
filter,single,medium-to-sweet,saccharin,coconut,caramel syrup,2.7
filter,single,medium-to-sweet,saccharin,coconut,hazelnut syrup,2.7
filter,single,medium-to-sweet,saccharin,coconut,vanilla syrup,2.7
filter,single,medium-to-sweet,saccharin,coconut,cinnamon powder,2.4
filter,single,medium-to-sweet,saccharin,coconut,chocolate powder,2.4
filter,single,medium-to-sweet,saccharin,oat,,2.4
filter,single,medium-to-sweet,saccharin,oat,chocolate syrup,2.7
filter,single,medium-to-sweet,saccharin,oat,strawberry syrup,2.7
filter,single,medium-to-sweet,saccharin,oat,caramel syrup,2.7
filter,single,medium-to-sweet,saccharin,oat,hazelnut syrup,2.7
filter,single,medium-to-sweet,saccharin,oat,vanilla syrup,2.7
filter,single,medium-to-sweet,saccharin,oat,cinnamon powder,2.4
filter,single,medium-to-sweet,saccharin,oat,chocolate powder,2.4
filter,single,medium-to-sweet,stevia,,,2.0
filter,single,medium-to-sweet,stevia,,chocolate syrup,2.3
filter,single,medium-to-sweet,stevia,,strawberry syrup,2.3
filter,single,medium-to-sweet,stevia,,caramel syrup,2.3
filter,single,medium-to-sweet,stevia,,hazelnut syrup,2.3
filter,single,medium-to-sweet,stevia,,vanilla syrup,2.3
filter,single,medium-to-sweet,stevia,,cinnamon powder,2.0
filter,single,medium-to-sweet,stevia,,chocolate powder,2.0
filter,single,medium-to-sweet,stevia,fresh,,2.0
filter,single,medium-to-sweet,stevia,fresh,chocolate syrup,2.3
filter,single,medium-to-sweet,stevia,fresh,strawberry syrup,2.3
filter,single,medium-to-sweet,stevia,fresh,caramel syrup,2.3
