tee_type,variety,sugar,sugar_type,milk,extra,cost
tee,green,medium,,fresh,cinnamon powder,1.8
tee,green,medium,,fresh,chocolate powder,1.8
tee,green,medium,,evapore,,1.8
tee,green,medium,,evapore,chocolate syrup,2.1
tee,green,medium,,evapore,strawberry syrup,2.1
tee,green,medium,,evapore,caramel syrup,2.1
tee,green,medium,,evapore,hazelnut syrup,2.1
tee,green,medium,,evapore,vanilla syrup,2.1
tee,green,medium,,evapore,cinnamon powder,1.8
tee,green,medium,,evapore,chocolate powder,1.8
tee,green,medium,,almond,,2.2
tee,green,medium,,almond,chocolate syrup,2.5
tee,green,medium,,almond,strawberry syrup,2.5
tee,green,medium,,almond,caramel syrup,2.5
tee,green,medium,,almond,hazelnut syrup,2.5
tee,green,medium,,almond,vanilla syrup,2.5
tee,green,medium,,almond,cinnamon powder,2.2
tee,green,medium,,almond,chocolate powder,2.2
tee,green,medium,,coconut,,2.2
tee,green,medium,,coconut,chocolate syrup,2.5
tee,green,medium,,coconut,strawberry syrup,2.5
tee,green,medium,,coconut,caramel syrup,2.5
tee,green,medium,,coconut,hazelnut syrup,2.5
tee,green,medium,,coconut,vanilla syrup,2.5
tee,green,medium,,coconut,cinnamon powder,2.2
tee,green,medium,,coconut,chocolate powder,2.2
tee,green,medium,,oat,,2.2
tee,green,medium,,oat,chocolate syrup,2.5
tee,green,medium,,oat,strawberry syrup,2.5
tee,green,medium,,oat,caramel syrup,2.5
tee,green,medium,,oat,hazelnut syrup,2.5
tee,green,medium,,oat,vanilla syrup,2.5
tee,green,medium,,oat,cinnamon powder,2.2
tee,green,medium,,oat,chocolate powder,2.2
tee,green,medium,white,,,1.8
tee,green,medium,white,,chocolate syrup,2.1
tee,green,medium,white,,strawberry syrup,2.1
tee,green,medium,white,,caramel syrup,2.1
tee,green,medium,white,,hazelnut syrup,2.1
tee,green,medium,white,,vanilla syrup,2.1
tee,green,medium,white,,cinnamon powder,1.8
tee,green,medium,white,,chocolate powder,1.8
tee,green,medium,white,fresh,,1.8
tee,green,medium,white,fresh,chocolate syrup,2.1
tee,green,medium,white,fresh,strawberry syrup,2.1
tee,green,medium,white,fresh,caramel syrup,2.1
tee,green,medium,white,fresh,hazelnut syrup,2.1
tee,green,medium,white,fresh,vanilla syrup,2.1
tee,green,medium,white,fresh,cinnamon powder,1.8
tee,green,medium,white,fresh,chocolate powder,1.8
tee,green,medium,white,evapore,,1.8
tee,green,medium,white,evapore,chocolate syrup,2.1
tee,green,medium,white,evapore,strawberry syrup,2.1
tee,green,medium,white,evapore,caramel syrup,2.1
tee,green,medium,white,evapore,hazelnut syrup,2.1
tee,green,medium,white,evapore,vanilla syrup,2.1
tee,green,medium,white,evapore,cinnamon powder,1.8
tee,green,medium,white,evapore,chocolate powder,1.8
tee,green,medium,white,almond,,2.2
tee,green,medium,white,almond,chocolate syrup,2.5
tee,green,medium,white,almond,strawberry syrup,2.5
tee,green,medium,white,almond,caramel syrup,2.5
tee,green,medium,white,almond,hazelnut syrup,2.5
tee,green,medium,white,almond,vanilla syrup,2.5
tee,green,medium,white,almond,cinnamon powder,2.2
tee,green,medium,white,almond,chocolate powder,2.2
tee,green,medium,white,coconut,,2.2
tee,green,medium,white,coconut,chocolate syrup,2.5
tee,green,medium,white,coconut,strawberry syrup,2.5
tee,green,medium,white,coconut,caramel syrup,2.5
tee,green,medium,white,coconut,hazelnut syrup,2.5
tee,green,medium,white,coconut,vanilla syrup,2.5
tee,green,medium,white,coconut,cinnamon powder,2.2
tee,green,medium,white,coconut,chocolate powder,2.2
tee,green,medium,white,oat,,2.2
tee,green,medium,white,oat,chocolate syrup,2.5
tee,green,medium,white,oat,strawberry syrup,2.5
tee,green,medium,white,oat,caramel syrup,2.5
tee,green,medium,white,oat,hazelnut syrup,2.5
tee,green,medium,white,oat,vanilla syrup,2.5
tee,green,medium,white,oat,cinnamon powder,2.2
tee,green,medium,white,oat,chocolate powder,2.2
tee,green,medium,brown,,,1.8
tee,green,medium,brown,,chocolate syrup,2.1
tee,green,medium,brown,,strawberry syrup,2.1
tee,green,medium,brown,,caramel syrup,2.1
tee,green,medium,brown,,hazelnut syrup,2.1
tee,green,medium,brown,,vanilla syrup,2.1
tee,green,medium,brown,,cinnamon powder,1.8
tee,green,medium,brown,,chocolate powder,1.8
tee,green,medium,brown,fresh,,1.8
tee,green,medium,brown,fresh,chocolate syrup,2.1
tee,green,medium,brown,fresh,strawberry syrup,2.1
tee,green,medium,brown,fresh,caramel syrup,2.1
tee,green,medium,brown,fresh,hazelnut syrup,2.1
tee,green,medium,brown,fresh,vanilla syrup,2.1
tee,green,medium,brown,fresh,cinnamon powder,1.8
tee,green,medium,brown,fresh,chocolate powder,1.8
tee,green,medium,brown,evapore,,1.8
tee,green,medium,brown,evapore,chocolate syrup,2.1
tee,green,medium,brown,evapore,strawberry syrup,2.1
tee,green,medium,brown,evapore,caramel syrup,2.1
tee,green,medium,brown,evapore,hazelnut syrup,2.1
tee,green,medium,brown,evapore,vanilla syrup,2.1
tee,green,medium,brown,evapore,cinnamon powder,1.8
tee,green,medium,brown,evapore,chocolate powder,1.8
tee,green,medium,brown,almond,,2.2
tee,green,medium,brown,almond,chocolate syrup,2.5
tee,green,medium,brown,almond,strawberry syrup,2.5
tee,green,medium,brown,almond,caramel syrup,2.5
tee,green,medium,brown,almond,hazelnut syrup,2.5
tee,green,medium,brown,almond,vanilla syrup,2.5
tee,green,medium,brown,almond,cinnamon powder,2.2
tee,green,medium,brown,almond,chocolate powder,2.2
tee,green,medium,brown,coconut,,2.2
tee,green,medium,brown,coconut,chocolate syrup,2.5
tee,green,medium,brown,coconut,strawberry syrup,2.5
tee,green,medium,brown,coconut,caramel syrup,2.5
tee,green,medium,brown,coconut,hazelnut syrup,2.5
tee,green,medium,brown,coconut,vanilla syrup,2.5
tee,green,medium,brown,coconut,cinnamon powder,2.2
tee,green,medium,brown,coconut,chocolate powder,2.2
tee,green,medium,brown,oat,,2.2
tee,green,medium,brown,oat,chocolate syrup,2.5
tee,green,medium,brown,oat,strawberry syrup,2.5
tee,green,medium,brown,oat,caramel syrup,2.5
tee,green,medium,brown,oat,hazelnut syrup,2.5
tee,green,medium,brown,oat,vanilla syrup,2.5
tee,green,medium,brown,oat,cinnamon powder,2.2
tee,green,medium,brown,oat,chocolate powder,2.2
tee,green,medium,saccharin,,,1.8
tee,green,medium,saccharin,,chocolate syrup,2.1
tee,green,medium,saccharin,,strawberry syrup,2.1
tee,green,medium,saccharin,,caramel syrup,2.1
tee,green,medium,saccharin,,hazelnut syrup,2.1
tee,green,medium,saccharin,,vanilla syrup,2.1
tee,green,medium,saccharin,,cinnamon powder,1.8
tee,green,medium,saccharin,,chocolate powder,1.8
tee,green,medium,saccharin,fresh,,1.8
tee,green,medium,saccharin,fresh,chocolate syrup,2.1
tee,green,medium,saccharin,fresh,strawberry syrup,2.1
tee,green,medium,saccharin,fresh,caramel syrup,2.1
tee,green,medium,saccharin,fresh,hazelnut syrup,2.1
tee,green,medium,saccharin,fresh,vanilla syrup,2.1
tee,green,medium,saccharin,fresh,cinnamon powder,1.8
tee,green,medium,saccharin,fresh,chocolate powder,1.8
tee,green,medium,saccharin,evapore,,1.8
tee,green,medium,saccharin,evapore,chocolate syrup,2.1
tee,green,medium,saccharin,evapore,strawberry syrup,2.1
tee,green,medium,saccharin,evapore,caramel syrup,2.1
tee,green,medium,saccharin,evapore,hazelnut syrup,2.1
tee,green,medium,saccharin,evapore,vanilla syrup,2.1
tee,green,medium,saccharin,evapore,cinnamon powder,1.8
tee,green,medium,saccharin,evapore,chocolate powder,1.8
tee,green,medium,saccharin,almond,,2.2
tee,green,medium,saccharin,almond,chocolate syrup,2.5
tee,green,medium,saccharin,almond,strawberry syrup,2.5
tee,green,medium,saccharin,almond,caramel syrup,2.5
tee,green,medium,saccharin,almond,hazelnut syrup,2.5
tee,green,medium,saccharin,almond,vanilla syrup,2.5
tee,green,medium,saccharin,almond,cinnamon powder,2.2
tee,green,medium,saccharin,almond,chocolate powder,2.2
tee,green,medium,saccharin,coconut,,2.2
tee,green,medium,saccharin,coconut,chocolate syrup,2.5
tee,green,medium,saccharin,coconut,strawberry syrup,2.5
tee,green,medium,saccharin,coconut,caramel syrup,2.5
tee,green,medium,saccharin,coconut,hazelnut syrup,2.5
tee,green,medium,saccharin,coconut,vanilla syrup,2.5
tee,green,medium,saccharin,coconut,cinnamon powder,2.2
tee,green,medium,saccharin,coconut,chocolate powder,2.2
tee,green,medium,saccharin,oat,,2.2
tee,green,medium,saccharin,oat,chocolate syrup,2.5
tee,green,medium,saccharin,oat,strawberry syrup,2.5
tee,green,medium,saccharin,oat,caramel syrup,2.5
tee,green,medium,saccharin,oat,hazelnut syrup,2.5
tee,green,medium,saccharin,oat,vanilla syrup,2.5
tee,green,medium,saccharin,oat,cinnamon powder,2.2
tee,green,medium,saccharin,oat,chocolate powder,2.2
tee,green,medium,stevia,,,1.8
tee,green,medium,stevia,,chocolate syrup,2.1
tee,green,medium,stevia,,strawberry syrup,2.1
tee,green,medium,stevia,,caramel syrup,2.1
tee,green,medium,stevia,,hazelnut syrup,2.1
tee,green,medium,stevia,,vanilla syrup,2.1
tee,green,medium,stevia,,cinnamon powder,1.8
tee,green,medium,stevia,,chocolate powder,1.8
tee,green,medium,stevia,fresh,,1.8
tee,green,medium,stevia,fresh,chocolate syrup,2.1
tee,green,medium,stevia,fresh,strawberry syrup,2.1
tee,green,medium,stevia,fresh,caramel syrup,2.1
tee,green,medium,stevia,fresh,hazelnut syrup,2.1
tee,green,medium,stevia,fresh,vanilla syrup,2.1
tee,green,medium,stevia,fresh,cinnamon powder,1.8
tee,green,medium,stevia,fresh,chocolate powder,1.8
tee,green,medium,stevia,evapore,,1.8
tee,green,medium,stevia,evapore,chocolate syrup,2.1
tee,green,medium,stevia,evapore,strawberry syrup,2.1
tee,green,medium,stevia,evapore,caramel syrup,2.1
tee,green,medium,stevia,evapore,hazelnut syrup,2.1
tee,green,medium,stevia,evapore,vanilla syrup,2.1
tee,green,medium,stevia,evapore,cinnamon powder,1.8
tee,green,medium,stevia,evapore,chocolate powder,1.8
tee,green,medium,stevia,almond,,2.2
tee,green,medium,stevia,almond,chocolate syrup,2.5
tee,green,medium,stevia,almond,strawberry syrup,2.5
tee,green,medium,stevia,almond,caramel syrup,2.5
tee,green,medium,stevia,almond,hazelnut syrup,2.5
tee,green,medium,stevia,almond,vanilla syrup,2.5
tee,green,medium,stevia,almond,cinnamon powder,2.2
tee,green,medium,stevia,almond,chocolate powder,2.2
tee,green,medium,stevia,coconut,,2.2
tee,green,medium,stevia,coconut,chocolate syrup,2.5
tee,green,medium,stevia,coconut,strawberry syrup,2.5
tee,green,medium,stevia,coconut,caramel syrup,2.5
tee,green,medium,stevia,coconut,hazelnut syrup,2.5
tee,green,medium,stevia,coconut,vanilla syrup,2.5
tee,green,medium,stevia,coconut,cinnamon powder,2.2
tee,green,medium,stevia,coconut,chocolate powder,2.2
tee,green,medium,stevia,oat,,2.2
tee,green,medium,stevia,oat,chocolate syrup,2.5
tee,green,medium,stevia,oat,strawberry syrup,2.5
tee,green,medium,stevia,oat,caramel syrup,2.5
tee,green,medium,stevia,oat,hazelnut syrup,2.5
tee,green,medium,stevia,oat,vanilla syrup,2.5
tee,green,medium,stevia,oat,cinnamon powder,2.2
tee,green,medium,stevia,oat,chocolate powder,2.2
tee,green,medium,honey,,,2.1
tee,green,medium,honey,,chocolate syrup,2.4
tee,green,medium,honey,,strawberry syrup,2.4
tee,green,medium,honey,,caramel syrup,2.4
tee,green,medium,honey,,hazelnut syrup,2.4
tee,green,medium,honey,,vanilla syrup,2.4
tee,green,medium,honey,,cinnamon powder,2.1
tee,green,medium,honey,,chocolate powder,2.1
tee,green,medium,honey,fresh,,2.1
tee,green,medium,honey,fresh,chocolate syrup,2.4
tee,green,medium,honey,fresh,strawberry syrup,2.4
tee,green,medium,honey,fresh,caramel syrup,2.4
tee,green,medium,honey,fresh,hazelnut syrup,2.4
tee,green,medium,honey,fresh,vanilla syrup,2.4
tee,green,medium,honey,fresh,cinnamon powder,2.1
tee,green,medium,honey,fresh,chocolate powder,2.1
tee,green,medium,honey,evapore,,2.1
tee,green,medium,honey,evapore,chocolate syrup,2.4
tee,green,medium,honey,evapore,strawberry syrup,2.4
tee,green,medium,honey,evapore,caramel syrup,2.4
tee,green,medium,honey,evapore,hazelnut syrup,2.4
tee,green,medium,honey,evapore,vanilla syrup,2.4
tee,green,medium,honey,evapore,cinnamon powder,2.1
tee,green,medium,honey,evapore,chocolate powder,2.1
tee,green,medium,honey,almond,,2.5
tee,green,medium,honey,almond,chocolate syrup,2.8
tee,green,medium,honey,almond,strawberry syrup,2.8
tee,green,medium,honey,almond,caramel syrup,2.8
tee,green,medium,honey,almond,hazelnut syrup,2.8
tee,green,medium,honey,almond,vanilla syrup,2.8
tee,green,medium,honey,almond,cinnamon powder,2.5
tee,green,medium,honey,almond,chocolate powder,2.5
tee,green,medium,honey,coconut,,2.5
tee,green,medium,honey,coconut,chocolate syrup,2.8
tee,green,medium,honey,coconut,strawberry syrup,2.8
tee,green,medium,honey,coconut,caramel syrup,2.8
tee,green,medium,honey,coconut,hazelnut syrup,2.8
tee,green,medium,honey,coconut,vanilla syrup,2.8
tee,green,medium,honey,coconut,cinnamon powder,2.5
tee,green,medium,honey,coconut,chocolate powder,2.5
tee,green,medium,honey,oat,,2.5
tee,green,medium,honey,oat,chocolate syrup,2.8
tee,green,medium,honey,oat,strawberry syrup,2.8
tee,green,medium,honey,oat,caramel syrup,2.8
tee,green,medium,honey,oat,hazelnut syrup,2.8
tee,green,medium,honey,oat,vanilla syrup,2.8
tee,green,medium,honey,oat,cinnamon powder,2.5
tee,green,medium,honey,oat,chocolate powder,2.5
tee,green,medium-to-sweet,,,,1.8
tee,green,medium-to-sweet,,,chocolate syrup,2.1
tee,green,medium-to-sweet,,,strawberry syrup,2.1
tee,green,medium-to-sweet,,,caramel syrup,2.1
tee,green,medium-to-sweet,,,hazelnut syrup,2.1
tee,green,medium-to-sweet,,,vanilla syrup,2.1
tee,green,medium-to-sweet,,,cinnamon powder,1.8
tee,green,medium-to-sweet,,,chocolate powder,1.8
tee,green,medium-to-sweet,,fresh,,1.8
tee,green,medium-to-sweet,,fresh,chocolate syrup,2.1
tee,green,medium-to-sweet,,fresh,strawberry syrup,2.1
tee,green,medium-to-sweet,,fresh,caramel syrup,2.1
tee,green,medium-to-sweet,,fresh,hazelnut syrup,2.1
tee,green,medium-to-sweet,,fresh,vanilla syrup,2.1
tee,green,medium-to-sweet,,fresh,cinnamon powder,1.8
tee,green,medium-to-sweet,,fresh,chocolate powder,1.8
tee,green,medium-to-sweet,,evapore,,1.8
tee,green,medium-to-sweet,,evapore,chocolate syrup,2.1
tee,green,medium-to-sweet,,evapore,strawberry syrup,2.1
tee,green,medium-to-sweet,,evapore,caramel syrup,2.1
tee,green,medium-to-sweet,,evapore,hazelnut syrup,2.1
tee,green,medium-to-sweet,,evapore,vanilla syrup,2.1
tee,green,medium-to-sweet,,evapore,cinnamon powder,1.8
tee,green,medium-to-sweet,,evapore,chocolate powder,1.8
tee,green,medium-to-sweet,,almond,,2.2
tee,green,medium-to-sweet,,almond,chocolate syrup,2.5
tee,green,medium-to-sweet,,almond,strawberry syrup,2.5
tee,green,medium-to-sweet,,almond,caramel syrup,2.5
tee,green,medium-to-sweet,,almond,hazelnut syrup,2.5
tee,green,medium-to-sweet,,almond,vanilla syrup,2.5
tee,green,medium-to-sweet,,almond,cinnamon powder,2.2
tee,green,medium-to-sweet,,almond,chocolate powder,2.2
tee,green,medium-to-sweet,,coconut,,2.2
tee,green,medium-to-sweet,,coconut,chocolate syrup,2.5
tee,green,medium-to-sweet,,coconut,strawberry syrup,2.5
tee,green,medium-to-sweet,,coconut,caramel syrup,2.5
tee,green,medium-to-sweet,,coconut,hazelnut syrup,2.5
tee,green,medium-to-sweet,,coconut,vanilla syrup,2.5
tee,green,medium-to-sweet,,coconut,cinnamon powder,2.2
tee,green,medium-to-sweet,,coconut,chocolate powder,2.2
tee,green,medium-to-sweet,,oat,,2.2
tee,green,medium-to-sweet,,oat,chocolate syrup,2.5
tee,green,medium-to-sweet,,oat,strawberry syrup,2.5
tee,green,medium-to-sweet,,oat,caramel syrup,2.5
tee,green,medium-to-sweet,,oat,hazelnut syrup,2.5
tee,green,medium-to-sweet,,oat,vanilla syrup,2.5
tee,green,medium-to-sweet,,oat,cinnamon powder,2.2
tee,green,medium-to-sweet,,oat,chocolate powder,2.2
tee,green,medium-to-sweet,white,,,1.8
tee,green,medium-to-sweet,white,,chocolate syrup,2.1
tee,green,medium-to-sweet,white,,strawberry syrup,2.1
tee,green,medium-to-sweet,white,,caramel syrup,2.1
tee,green,medium-to-sweet,white,,hazelnut syrup,2.1
tee,green,medium-to-sweet,white,,vanilla syrup,2.1
tee,green,medium-to-sweet,white,,cinnamon powder,1.8
tee,green,medium-to-sweet,white,,chocolate powder,1.8
tee,green,medium-to-sweet,white,fresh,,1.8
tee,green,medium-to-sweet,white,fresh,chocolate syrup,2.1
tee,green,medium-to-sweet,white,fresh,strawberry syrup,2.1
tee,green,medium-to-sweet,white,fresh,caramel syrup,2.1
tee,green,medium-to-sweet,white,fresh,hazelnut syrup,2.1
tee,green,medium-to-sweet,white,fresh,vanilla syrup,2.1
tee,green,medium-to-sweet,white,fresh,cinnamon powder,1.8
tee,green,medium-to-sweet,white,fresh,chocolate powder,1.8
tee,green,medium-to-sweet,white,evapore,,1.8
tee,green,medium-to-sweet,white,evapore,chocolate syrup,2.1
tee,green,medium-to-sweet,white,evapore,strawberry syrup,2.1
tee,green,medium-to-sweet,white,evapore,caramel syrup,2.1
tee,green,medium-to-sweet,white,evapore,hazelnut syrup,2.1
tee,green,medium-to-sweet,white,evapore,vanilla syrup,2.1
tee,green,medium-to-sweet,white,evapore,cinnamon powder,1.8
tee,green,medium-to-sweet,white,evapore,chocolate powder,1.8
tee,green,medium-to-sweet,white,almond,,2.2
tee,green,medium-to-sweet,white,almond,chocolate syrup,2.5
tee,green,medium-to-sweet,white,almond,strawberry syrup,2.5
tee,green,medium-to-sweet,white,almond,caramel syrup,2.5
tee,green,medium-to-sweet,white,almond,hazelnut syrup,2.5
tee,green,medium-to-sweet,white,almond,vanilla syrup,2.5
tee,green,medium-to-sweet,white,almond,cinnamon powder,2.2
tee,green,medium-to-sweet,white,almond,chocolate powder,2.2
tee,green,medium-to-sweet,white,coconut,,2.2
tee,green,medium-to-sweet,white,coconut,chocolate syrup,2.5
tee,green,medium-to-sweet,white,coconut,strawberry syrup,2.5
tee,green,medium-to-sweet,white,coconut,caramel syrup,2.5
tee,green,medium-to-sweet,white,coconut,hazelnut syrup,2.5
tee,green,medium-to-sweet,white,coconut,vanilla syrup,2.5
tee,green,medium-to-sweet,white,coconut,cinnamon powder,2.2
tee,green,medium-to-sweet,white,coconut,chocolate powder,2.2
tee,green,medium-to-sweet,white,oat,,2.2
tee,green,medium-to-sweet,white,oat,chocolate syrup,2.5
tee,green,medium-to-sweet,white,oat,strawberry syrup,2.5
tee,green,medium-to-sweet,white,oat,caramel syrup,2.5
tee,green,medium-to-sweet,white,oat,hazelnut syrup,2.5
tee,green,medium-to-sweet,white,oat,vanilla syrup,2.5
tee,green,medium-to-sweet,white,oat,cinnamon powder,2.2
tee,green,medium-to-sweet,white,oat,chocolate powder,2.2
tee,green,medium-to-sweet,brown,,,1.8
tee,green,medium-to-sweet,brown,,chocolate syrup,2.1
tee,green,medium-to-sweet,brown,,strawberry syrup,2.1
tee,green,medium-to-sweet,brown,,caramel syrup,2.1
tee,green,medium-to-sweet,brown,,hazelnut syrup,2.1
tee,green,medium-to-sweet,brown,,vanilla syrup,2.1
tee,green,medium-to-sweet,brown,,cinnamon powder,1.8
tee,green,medium-to-sweet,brown,,chocolate powder,1.8
tee,green,medium-to-sweet,brown,fresh,,1.8
tee,green,medium-to-sweet,brown,fresh,chocolate syrup,2.1
tee,green,medium-to-sweet,brown,fresh,strawberry syrup,2.1
tee,green,medium-to-sweet,brown,fresh,caramel syrup,2.1
tee,green,medium-to-sweet,brown,fresh,hazelnut syrup,2.1
tee,green,medium-to-sweet,brown,fresh,vanilla syrup,2.1
tee,green,medium-to-sweet,brown,fresh,cinnamon powder,1.8
tee,green,medium-to-sweet,brown,fresh,chocolate powder,1.8
tee,green,medium-to-sweet,brown,evapore,,1.8
tee,green,medium-to-sweet,brown,evapore,chocolate syrup,2.1
tee,green,medium-to-sweet,brown,evapore,strawberry syrup,2.1
tee,green,medium-to-sweet,brown,evapore,caramel syrup,2.1
tee,green,medium-to-sweet,brown,evapore,hazelnut syrup,2.1
tee,green,medium-to-sweet,brown,evapore,vanilla syrup,2.1
tee,green,medium-to-sweet,brown,evapore,cinnamon powder,1.8
tee,green,medium-to-sweet,brown,evapore,chocolate powder,1.8
tee,green,medium-to-sweet,brown,almond,,2.2
tee,green,medium-to-sweet,brown,almond,chocolate syrup,2.5
tee,green,medium-to-sweet,brown,almond,strawberry syrup,2.5
tee,green,medium-to-sweet,brown,almond,caramel syrup,2.5
